category,nominee,artist,workers,name,year,valence,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,decade,duration_s
"Best Rock Vocal Performance, Female",Nick Of Time,['Bonnie Raitt'],,Nick Of Time,1989,78.3,37.0,88.6,232867,31.2,0.208,10.3,-1609.4,53,5.79,117.692,1980,232.867
"Best Pop Vocal Performance, Female",Nick Of Time,['Bonnie Raitt'],,Nick Of Time,1989,78.3,37.0,88.6,232867,31.2,0.208,10.3,-1609.4,53,5.79,117.692,1980,232.867
Best Instrumental Composition,The Batman Theme,['Danny Elfman'],The Batman Theme,The Batman Theme,1989,3.98,65.9,20.1,158333,47.5,91.6,7.48,-1009.7,56,4.17,73.563,1980,158.333
"Best Rock Vocal Performance, Male",The End Of The Innocence,['Don Henley'],,The End Of The Innocence,1989,39.2,30.6,62.3,315307,42.5,0.00865,10.8,-1304.5,60,2.91,116.593,1980,315.307
Best Hard Rock Performance,Cult Of Personality,['Living Colour'],,Cult of Personality,1988,53.900000000000006,0.164,50.4,294827,91.8,0.00212,78.0,-346.3,65,5.17,92.031,1980,294.827
Best Hard Rock Performance,Cult Of Personality,['Living Colour'],,Cult of Personality,2006,55.3,0.176,50.8,294160,91.1,0.00359,49.70000000000001,-342.5,44,5.01,91.983,2000,294.16
Best Hard Rock Performance,Cult Of Personality,['Living Colour'],,Cult of Personality,1998,58.9,0.181,51.4,292800,84.6,0.0127999999999999,62.7,-709.5,38,4.58,92.178,1990,292.8
"Best R&B Vocal Performance, Male",Every Little Step,['Bobby Brown'],,Every Little Step,1988,94.8,0.72099999999999,79.7,237240,65.6,0.0,3.77,-1160.1,56,4.04,99.828,1980,237.24
"Best R&B Vocal Performance, Male",Every Little Step,['Bobby Brown'],,Every Little Step,2005,92.1,0.75599999999999,47.0,238080,93.2,0.0109,6.49,-569.9,48,7.77,200.733,2000,238.08
Best R&B Performance By A Duo Or Group With Vocal,Back To Life,"['Caron Wheeler', 'Soul II Soul']",,Back To Life,1989,67.2,5.25,81.7,228267,48.5,0.021,3.91,-1165.9,63,14.3,100.978,1980,228.267
Best R&B Performance By A Duo Or Group With Vocal,Back To Life,"['Caron Wheeler', 'Soul II Soul']",,Back To Life,1995,41.9,36.5,39.7,219521,28.000000000000004,0.0,5.84,-1478.3,35,33.7,89.79299999999998,1990,219.521
Best Rap Performance,Bust A Move,['Young MC'],,Bust A Move,1989,74.3,5.12,94.6,263914,77.2,0.000226,6.12,-753.7,62,12.1,116.972,1980,263.914
Best Mexican-American Performance,Si Me Recuerdas,['Los Bukis'],,Si Me Recuerdas,2001,73.9,5.19,65.1,274253,40.5,0.0,36.8,-1338.3,55,2.55,92.793,2000,274.253
Best Performance Music Video,Where The Streets Have No Name,['U2'],,Where The Streets Have No Name,1998,35.8,1.28,50.0,275040,85.1,0.698,13.6,-602.7,50,3.8,125.599,1990,275.04
Best Country Vocal Collaboration,Crying,['Don McLean'],,Crying,1978,24.2,46.6,30.2,230560,34.4,0.000153,18.4,-1189.4,45,2.77,140.763,1970,230.56
Best Country Vocal Collaboration,Crying,['Don McLean'],,Crying,1988,23.6,59.6,31.3,222693,39.8,0.00348,5.19,-1088.9,38,2.85,145.97299999999996,1980,222.693
"Best Country Vocal Performance, Female",Hold Me,['Fleetwood Mac'],,Hold Me,1988,77.9,24.7,70.9,225333,57.10000000000001,1.4,11.4,-1325.0,62,3.9,124.739,1980,225.333
Best Country Song,Hold Me,['Fleetwood Mac'],Hold Me,Hold Me,1988,77.9,24.7,70.9,225333,57.10000000000001,1.4,11.4,-1325.0,62,3.9,124.739,1980,225.333
Song Of The Year,Don't Worry Be Happy,['Bobby McFerrin'],Don't Worry Be Happy,Don't Worry Be Happy,1988,74.7,88.0,67.5,294400,16.6,0.00714,4.61,-2260.2,67,17.1,68.837,1980,294.4
Song Of The Year,Don't Worry Be Happy,['Bobby McFerrin'],Don't Worry Be Happy,Don't Worry Be Happy,1996,77.9,88.4,64.4,291560,16.5,0.0197,6.03,-2259.1,50,16.2,67.865,1990,291.56
"Best Pop Vocal Performance, Male",Don't Worry Be Happy,['Bobby McFerrin'],,Don't Worry Be Happy,1988,74.7,88.0,67.5,294400,16.6,0.00714,4.61,-2260.2,67,17.1,68.837,1980,294.4
"Best Pop Vocal Performance, Male",Don't Worry Be Happy,['Bobby McFerrin'],,Don't Worry Be Happy,1996,77.9,88.4,64.4,291560,16.5,0.0197,6.03,-2259.1,50,16.2,67.865,1990,291.56
"Best Jazz Vocal Performance, Duo Or Group",Spread Love,['Take 6'],,Spread Love,1988,53.1,85.3,63.6,210140,19.0,0.0,6.98,-1429.8,29,4.23,89.48700000000002,1980,210.14
"Best Gospel Performance, Female",Lead Me On,['Amy Grant'],,Lead Me On,1988,42.9,0.703,49.6,336387,84.4,0.00975,24.4,-524.7,31,2.75,94.733,1980,336.387
Best Country Song,Chiseled In Stone,['Vern Gosdin'],,Chiseled In Stone,1988,16.0,81.8,49.4,229960,22.1,0.0337,11.1,-1591.1,43,2.85,140.855,1980,229.96
Best Country Song,Chiseled In Stone,['Vern Gosdin'],,Chiseled In Stone,1993,19.7,78.5,54.7,230760,23.4,0.00544,9.19,-1551.0,30,2.72,70.369,1990,230.76
"Best Pop Vocal Performance, Female",Fast Car,['Tracy Chapman'],,Fast Car,1988,19.4,31.3,71.1,296800,29.2,0.0,13.1,-1552.3,78,3.7,103.951,1980,296.8
Song Of The Year,Fast Car,['Tracy Chapman'],,Fast Car,1988,19.4,31.3,71.1,296800,29.2,0.0,13.1,-1552.3,78,3.7,103.951,1980,296.8
Best Rock Performance By A Duo Or Group With Vocal,Desire,['U2'],,Desire,1988,62.6,0.0212,49.0,179360,82.7,0.406,11.2,-948.1,61,4.82,108.577,1980,179.36
"Best Rock Vocal Performance, Male",Simply Irresistible,['Robert Palmer'],,Simply Irresistible,1988,71.6,16.3,69.0,255093,84.1,0.000278,4.41,-1335.6999999999998,51,3.84,142.782,1980,255.093
"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Blues For Salvador,['Carlos Santana'],,Blues for Salvador,1987,7.26,82.9,17.0,357560,18.6,83.1,19.4,-1888.7,39,3.36,76.232,1980,357.56
Best Concept Music Video,Land Of Confusion,['Genesis'],,Land of Confusion,1986,80.6,2.14,63.3,286227,94.9,0.0212,14.4,-437.9,37,4.14,115.184,1980,286.227
"Best Soul Gospel Performance By A Duo Or Group, Choir Or Chorus",Ain't No Need To Worry,['The Winans'],,Ain't No Need to Worry,1987,76.7,49.6,69.4,344507,80.9,0.0,37.5,-509.6,44,2.91,125.712,1980,344.507
"Best Country Vocal Performance, Duet","Make No Mistake, She's Mine","['Ronnie Milsap', 'Kenny Rogers']",,"Make No Mistake, She's Mine",1987,17.4,73.1,50.8,237267,11.9,0.000984,13.5,-1925.5,39,2.68,76.308,1980,237.267
"Best Soul Gospel Performance, Male",Everything's Gonna Be Alright,['Al Green'],,Everything's Gonna Be Alright,2001,68.1,8.94,78.5,261333,51.6,0.0419,6.819999999999999,-1500.9,43,8.5,92.569,2000,261.333
"Best Soul Gospel Performance, Male",Everything's Gonna Be Alright,['Al Green'],,Everything's Gonna Be Alright,1987,76.5,9.54,77.3,261960,65.6,0.0226,8.19999999999999,-1157.7,23,7.689999999999999,92.556,1980,261.96
Best Country Song,"Forever And Ever, Amen",['Randy Travis'],"Forever And Ever, Amen","Forever and Ever, Amen",1987,69.7,14.3,67.7,212640,72.4,0.0101,15.8,-899.2,67,2.45,90.392,1980,212.64
Best Country Song,"Forever And Ever, Amen",['Randy Travis'],"Forever And Ever, Amen","Forever and Ever, Amen",2010,70.8,30.2,70.1,212587,67.8,0.00155,15.9,-849.0999999999999,60,2.64,90.607,2010,212.587
Best Country Song,80's Ladies,['K.T. Oslin'],,80's Ladies,1987,29.7,20.7,59.4,251293,36.8,0.000851,8.110000000000001,-1150.4,39,2.4,98.358,1980,251.293
"Best Country Vocal Performance, Female",80's Ladies,['K.T. Oslin'],,80's Ladies,1987,29.7,20.7,59.4,251293,36.8,0.000851,8.110000000000001,-1150.4,39,2.4,98.358,1980,251.293
"Best Gospel Performance, Female",I Believe In You,['Don Williams'],,I Believe In You,1980,51.0,88.0,51.2,246440,21.2,0.573,11.5,-2142.6,58,4.83,117.756,1980,246.44
"Best Gospel Performance, Female",I Believe In You,['Don Williams'],,I Believe In You,1987,56.00000000000001,83.5,65.9,245573,22.1,0.0395999999999999,13.900000000000002,-2021.9,48,4.94,117.945,1980,245.573
"Best R&B Vocal Performance, Male",Just To See Her,['Smokey Robinson'],,Just To See Her,1987,91.4,15.3,82.1,244027,37.9,0.0,8.39,-1548.9,55,3.34,109.123,1980,244.027
"Best R&B Instrumental Performance (Orchestra, Group Or Soloist)",Chicago Song,['David Sanborn'],,Chicago Song,1987,96.6,10.4,72.2,388516,83.9,86.6,3.56,-921.0,34,3.61,104.265,1980,388.516
"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Pipeline,"['Stevie Ray Vaughan', 'Dick Dale']",,Pipeline,1983,46.2,0.0351,46.5,179827,94.4,86.5,38.9,-838.1,45,6.45,151.247,1980,179.827
"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Pipeline,"['Stevie Ray Vaughan', 'Dick Dale']",,Pipeline,1983,47.3,0.0328,46.8,179627,93.8,90.2,38.4,-865.0,36,6.279999999999999,151.25799999999995,1980,179.627
"Best Pop Instrumental Performance (Orchestra, Group Or Soloist)",Minute By Minute,['Larry Carlton'],,Minute By Minute,1986,54.400000000000006,4.84,55.89999999999999,297267,39.0,15.3,6.619999999999999,-1355.5,31,3.94,143.923,1980,297.267
Best R&B Performance By A Duo Or Group With Vocal,I Knew You Were Waiting (For Me),"['George Michael', 'Aretha Franklin']",,I Knew You Were Waiting (For Me),1998,68.0,26.4,71.7,238000,83.7,0.0,23.5,-549.0,64,4.5600000000000005,107.989,1990,238.0
Best R&B Performance By A Duo Or Group With Vocal,I Knew You Were Waiting (For Me),"['George Michael', 'Aretha Franklin']",,I Knew You Were Waiting (For Me),1986,68.3,27.4,72.7,241920,68.0,0.0,31.0,-1129.7,48,4.45,107.775,1980,241.92
"Best Rock Vocal Performance, Female, Male",Tunnel Of Love,['Bruce Springsteen'],,Tunnel of Love,1987,66.4,5.01,58.70000000000001,309760,67.5,0.243,47.9,-1178.7,48,3.66,116.954,1980,309.76
"Best Pop Vocal Performance, Female",I Wanna Dance With Somebody (Who Loves Me),['Whitney Houston'],,I Wanna Dance with Somebody (Who Loves Me),1987,86.7,20.7,70.9,291293,82.4,0.0306999999999999,8.88,-882.4,82,4.53,118.818,1980,291.293
"Best Country Vocal Performance, Female",Whoever's In New England,['Reba McEntire'],,Whoever's In New England,1986,15.1,54.50000000000001,59.1,203293,17.4,0.000454,10.7,-1742.5,43,3.17,75.01899999999998,1980,203.293
"Best Country Vocal Solo Performance, Male",Lost In The Fifties Tonight,['Ronnie Milsap'],,Lost In The Fifties Tonight,1986,14.499999999999998,63.9,49.20000000000001,258347,21.6,0.00653,5.98,-1612.1,49,2.83,168.817,1980,258.347
"Best Pop Vocal Performance, Male",Higher Love,['Steve Winwood'],,Higher Love,1986,95.4,4.2700000000000005,69.6,351507,78.0,14.9,29.8,-1215.9,64,4.15,98.699,1980,351.507
Song Of The Year,Graceland,['Paul Simon'],,Graceland,1986,84.8,62.6,73.2,291200,70.5,0.06799999999999,8.129999999999999,-927.1,66,3.49,117.925,1980,291.2
Best R&B Performance By A Duo Or Group With Vocal,Kiss,['Prince'],,Kiss,1986,74.2,1.35,89.8,226240,27.1,0.1379999999999999,4.61,-1223.8,73,9.1,111.485,1980,226.24
Best R&B Performance By A Duo Or Group With Vocal,Kiss,['Prince'],,Kiss,2001,74.2,1.35,89.8,226240,27.1,0.1379999999999999,4.61,-1223.8,48,9.1,111.485,2000,226.24
Best Rock Performance By A Duo Or Group With Vocal,Missionary Man,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",,Missionary Man,1986,56.7,3.92,59.3,267947,85.0,0.000541,24.8,-427.1,45,5.82,124.894,1980,267.947
Best Rhythm & Blues Song,Give Me The Reason,['Luther Vandross'],,Give Me the Reason,1986,87.5,8.49,75.1,285600,63.9,0.0586,7.630000000000001,-1149.7,42,3.61,140.004,1980,285.6
Best Rhythm & Blues Song,Sweet Love,['Najee'],Sweet Love,Sweet Love,1986,73.8,1.88,47.6,284773,41.7,73.4,5.74,-1496.8,40,2.92,186.079,1980,284.773
"Best Jazz Vocal Performance, Male",'Round Midnight,['Wes Montgomery Trio'],,'Round Midnight,1987,16.0,92.6,53.1,293627,6.73,64.2,13.1,-2545.2000000000003,33,3.87,117.94,1980,293.627
"Best Jazz Instrumental Performance, Soloist",Tutu,['Miles Davis'],Tutu,Tutu,1986,49.70000000000001,12.1,63.3,316667,41.6,59.4,11.1,-1380.2,42,4.51,70.72,1980,316.667
Best Country Performance By A Duo Or Group With Vocal,Grandpa (Tell Me 'Bout The Good Old Days),['The Judds'],,Grandpa (Tell Me 'Bout The Good Old Days),1985,60.1,47.3,56.00000000000001,258333,23.9,0.0013699999999999,5.65,-1673.1999999999998,57,3.47,201.672,1980,258.333
Best Country Performance By A Duo Or Group With Vocal,Grandpa (Tell Me 'Bout The Good Old Days),['The Judds'],,Grandpa (Tell Me 'Bout The Good Old Days),2011,58.8,42.6,56.49999999999999,254640,45.6,0.000808,6.12,-812.4000000000001,55,3.1,201.644,2010,254.64
Best Country Performance By A Duo Or Group With Vocal,Grandpa (Tell Me 'Bout The Good Old Days),['The Judds'],,Grandpa (Tell Me 'Bout The Good Old Days),1990,60.1,47.3,56.00000000000001,258333,23.9,0.0013699999999999,5.65,-1673.1999999999998,28,3.47,201.672,1990,258.333
Best Mexican-American Performance,Ay Te Dejo En San Antonio,['Flaco Jimenez'],,Ay Te Dejo en San Antonio,1990,96.8,60.2,82.7,172600,43.9,0.239,5.59,-1428.0,34,7.86,118.118,1990,172.6
Best New Artist,Sade,['Kenny G'],Sade,Sade,1986,63.1,14.2,78.4,260627,36.70000000000001,68.9,8.88,-1298.4,29,4.21,103.844,1980,260.627
"Best Pop Vocal Performance, Female",Saving All My Love For You,['Whitney Houston'],,Saving All My Love for You,1985,26.4,59.3,63.6,238467,26.4,0.00422,27.500000000000004,-1456.7,66,2.63,99.304,1980,238.467
"Best Pop Vocal Performance, Female",Saving All My Love For You,['Whitney Houston'],,Saving All My Love for You,1985,24.2,59.4,40.400000000000006,237293,37.9,0.00277,9.12,-888.7,54,3.15,198.452,1980,237.293
Best Pop Performance By A Duo Or Group With Vocal,We Are The World,['U.S.A. For Africa'],,We Are The World,1985,29.2,18.9,52.8,427333,44.7,0.0,7.449999999999999,-1525.5,68,4.35,72.58,1980,427.333
Song Of The Year,We Are The World,['U.S.A. For Africa'],We Are The World,We Are The World,1985,29.2,18.9,52.8,427333,44.7,0.0,7.449999999999999,-1525.5,68,4.35,72.58,1980,427.333
Best Country Performance By A Duo Or Group With Vocal,Why Not Me,['The Judds'],,Why Not Me,1984,72.7,50.2,73.2,211267,66.7,0.000407,5.24,-927.8,56,2.78,125.6,1980,211.267
Best Country Vocal Performance - Female,I Don't Know Why You Don't Want Me,['Rosanne Cash'],,I Don't Know Why You Don't Want Me,1979,91.8,15.0,69.0,197467,58.5,0.000222,8.08,-1055.6,24,2.67,114.55,1970,197.467
Best Country Song,Highwayman,"['Willie Nelson', 'Waylon Jennings', 'Johnny Cash', 'Kris Kristofferson', 'The Highwaymen']",Highwayman,Highwayman,1985,45.0,48.0,67.0,182653,35.099999999999994,1.76,11.5,-1684.1999999999998,69,4.63,101.384,1980,182.653
Best Rhythm & Blues Song,Freeway Of Love,['Aretha Franklin'],Freeway Of Love,Freeway Of Love,1985,83.3,24.2,68.8,352093,89.9,0.000555,2.23,-632.8,48,7.340000000000001,126.509,1980,352.093
"Best R&B Vocal Performance, Female",Freeway Of Love,['Aretha Franklin'],,Freeway Of Love,1985,83.3,24.2,68.8,352093,89.9,0.000555,2.23,-632.8,48,7.340000000000001,126.509,1980,352.093
Best R&B Performance By A Duo Or Group With Vocal,Nightshift,['Commodores'],,Nightshift,1985,39.3,62.0,72.7,306560,55.89999999999999,1.14,6.29,-1019.4,62,3.92,105.06,1980,306.56
Best Rock Performance By A Duo Or Group With Vocal,Money For Nothing,['Dire Straits'],,Money for Nothing,1985,65.7,4.91,66.7,506400,65.5,0.08939999999999,6.41,-933.9,62,3.67,134.21200000000002,1980,506.4
Best Rock Performance By A Duo Or Group With Vocal,Money For Nothing,['Dire Straits'],,Money for Nothing,1998,83.4,8.559999999999999,67.9,249707,67.9,0.0008539999999999,5.92,-974.6,44,3.52,134.234,1990,249.707
Best Rock Instrumental Performance,Escape,['Vince DiCola'],,Escape,1985,40.8,1.0,52.2,285813,93.0,87.3,30.5,-862.1,31,4.760000000000001,147.465,1980,285.813
"Best Pop Instrumental Performance (Orchestra, Group Or Soloist)",Miami Vice Theme,['Jan Hammer'],,Miami Vice Theme,2007,74.6,28.4,54.6,147680,93.4,89.6,9.1,-642.7,39,4.75,115.641,2000,147.68
"Best Rock Vocal Performance, Male",The Boys Of Summer,['Don Henley'],,The Boys Of Summer,1984,90.7,50.1,51.6,288733,54.89999999999999,0.5720000000000001,18.4,-1374.1,76,3.73,176.94099999999997,1980,288.733
Best Instrumental Arrangement Accompanying Vocal(s),Hard Habit To Break,['Chicago'],Hard Habit To Break,Hard Habit to Break,1984,38.8,44.0,58.3,283733,61.6,0.0,16.6,-584.8,30,2.83,81.154,1980,283.733
"Best Pop Vocal Performance, Female",What's Love Got To Do With It,['Tina Turner'],,What's Love Got to Do with It,1993,79.2,21.9,85.1,226880,40.6,0.000641,8.53,-1163.1,75,6.61,97.84,1990,226.88
"Best Pop Vocal Performance, Female",What's Love Got To Do With It,['Tina Turner'],,What's Love Got to Do with It,1991,79.3,21.9,85.1,226880,40.6,0.000679,8.53,-1163.1,58,6.619999999999999,97.84,1990,226.88
"Best Pop Vocal Performance, Female",What's Love Got To Do With It,['Tina Turner'],,What's Love Got to Do with It,2008,79.3,21.9,85.1,226880,40.6,0.000679,8.53,-1163.1,51,6.619999999999999,97.84,2000,226.88
Best Pop Performance By A Duo Or Group With Vocal,Jump (For My Love),['The Pointer Sisters'],,Jump (For My Love),1983,91.6,16.1,84.2,267227,69.7,0.0101,58.3,-1379.6,58,6.54,134.533,1980,267.227
Best Pop Performance By A Duo Or Group With Vocal,Jump (For My Love),['The Pointer Sisters'],,Jump (For My Love),1989,85.4,10.7,86.0,262618,70.5,0.000887,14.9,-1251.4,55,8.94,134.395,1980,262.618
"Best Rock Vocal Performance, Male",Dancing In The Dark,['Bruce Springsteen'],,Dancing In the Dark,1984,49.5,1.15,52.7,241307,94.2,0.0,18.8,-564.0,77,3.66,148.72299999999996,1980,241.307
"Best R&B Vocal Performance, Female",I Feel For You,['Chaka Khan'],,I Feel for You,1984,79.7,1.4500000000000002,69.8,343400,91.2,2.22,27.9,-899.3000000000001,62,6.75,124.916,1980,343.4
Best Rhythm & Blues Song,I Feel For You,['Chaka Khan'],I Feel For You,I Feel for You,1984,79.7,1.4500000000000002,69.8,343400,91.2,2.22,27.9,-899.3000000000001,62,6.75,124.916,1980,343.4
"Best R&B Vocal Performance, Male",Caribbean Queen (No More Love On The Run),['Billy Ocean'],,Caribbean Queen (No More Love On the Run),2010,95.4,16.6,79.0,244427,64.9,0.00868,9.2,-750.6,67,2.65,113.797,2010,244.427
"Best R&B Vocal Performance, Male",Caribbean Queen (No More Love On The Run),['Billy Ocean'],,Caribbean Queen (No More Love On the Run),1984,96.9,13.3,80.5,475227,67.2,0.233,8.219999999999999,-628.1000000000001,42,2.72,113.849,1980,475.227
Best R&B Performance By A Duo Or Group With Vocal,Yah Mo B There,"['Michael McDonald', 'James Ingram']",,Yah Mo B There,1983,96.0,18.3,81.8,279413,51.2,0.0004199999999999,4.390000000000001,-1249.1,54,3.63,117.842,1980,279.413
"Best Rock Vocal Performance, Female",Better Be Good To Me,['Tina Turner'],,Better Be Good to Me,1991,53.900000000000006,5.27,74.7,220040,69.4,3.93,8.68,-783.7000000000002,43,4.4,122.441,1990,220.04
Best Rock Instrumental Performance,Cinema,['Yes'],,Cinema,1983,6.32,3.96,19.3,127987,97.3,97.5,25.1,-504.7,34,8.57,141.254,1980,127.987
"Best Country Vocal Performance, Female",In My Dreams,['Dokken'],,In My Dreams,1985,57.10000000000001,2.17,55.2,260093,81.6,0.0,10.5,-982.1,45,5.93,121.851,1980,260.093
Best Country Performance By A Duo Or Group With Vocal,Mama He's Crazy,['The Judds'],,Mama He's Crazy,1984,42.5,34.0,72.8,194760,39.8,0.0,13.69999999999999,-1103.6,54,2.7,95.959,1980,194.76
Best Country Song,City Of New Orleans,['Willie Nelson'],City Of New Orleans,City of New Orleans,1947,64.6,45.3,54.1,289173,69.5,0.00306,25.8,-940.2,4,5.28,150.705,1940,289.173
Best Country Song,City Of New Orleans,['Willie Nelson'],City Of New Orleans,City of New Orleans,1984,61.3,47.7,54.29999999999999,287000,63.3,0.00214,16.0,-1169.3,52,5.0,151.609,1980,287.0
Best Country Song,City Of New Orleans,['Willie Nelson'],City Of New Orleans,City of New Orleans,1975,60.9,48.2,54.79999999999999,288093,72.7,0.00252,16.89999999999999,-835.3999999999999,32,5.72,150.899,1970,288.093
"Best Gospel Performance, Female",Angels,['Amy Grant'],,Angels,1984,47.6,14.2,68.8,252427,58.1,0.00134,9.89,-1123.4,29,3.1300000000000003,103.428,1980,252.427
"Best Country Vocal Performance, Male",That's The Way Love Goes,['Merle Haggard'],,That's the Way Love Goes,1981,62.5,54.89999999999999,81.0,181427,26.8,0.886,9.43,-1673.3,51,2.91,99.686,1980,181.427
Best Pop Performance By A Duo Or Group With Vocal,Every Breath You Take,['The Police'],,Every Breath You Take,1983,74.0,54.29999999999999,82.0,253920,45.2,0.294,7.140000000000001,-979.6,84,3.4799999999999995,117.401,1980,253.92
Best Pop Performance By A Duo Or Group With Vocal,Every Breath You Take,['The Police'],,Every Breath You Take,2002,73.8,56.39999999999999,82.7,251333,45.4,0.353,7.340000000000001,-973.7,57,3.46,117.397,2000,251.333
Best Pop Performance By A Duo Or Group With Vocal,Every Breath You Take,['The Police'],,Every Breath You Take,2017,72.2,55.89999999999999,82.2,251573,47.8,0.73,8.129999999999999,-874.6,66,3.43,117.394,2010,251.573
Song Of The Year,Every Breath You Take,['The Police'],Every Breath You Take,Every Breath You Take,1983,74.0,54.29999999999999,82.0,253920,45.2,0.294,7.140000000000001,-979.6,84,3.4799999999999995,117.401,1980,253.92
Song Of The Year,Every Breath You Take,['The Police'],Every Breath You Take,Every Breath You Take,2002,73.8,56.39999999999999,82.7,251333,45.4,0.353,7.340000000000001,-973.7,57,3.46,117.397,2000,251.333
Song Of The Year,Every Breath You Take,['The Police'],Every Breath You Take,Every Breath You Take,2017,72.2,55.89999999999999,82.2,251573,47.8,0.73,8.129999999999999,-874.6,66,3.43,117.394,2010,251.573
"Best R&B Vocal Performance, Male",Billie Jean,['Michael Jackson'],,Billie Jean,1982,84.7,2.36,92.0,293827,65.4,1.58,3.5900000000000003,-305.1,83,4.01,117.046,1980,293.827
"Best R&B Vocal Performance, Male",Billie Jean,['Michael Jackson'],,Billie Jean,1982,88.4,1.73,93.2,294227,45.7,4.36,4.14,-962.0,60,5.41,117.002,1980,294.227
"Best R&B Vocal Performance, Male",Billie Jean,['Michael Jackson'],,Billie Jean,1995,83.8,1.68,92.0,294000,57.9,5.3,4.19,-551.7,55,4.14,117.084,1990,294.0
"Best R&B Vocal Performance, Male",Stay With Me Tonight,['Jeffrey Osborne'],,Stay With Me Tonight,1983,96.8,15.7,90.6,298533,85.7,0.059,12.6,-980.4,39,4.06,120.755,1980,298.533
"Best Rock Vocal Performance, Male",Beat It,['Michael Jackson'],,Beat It,1982,91.5,4.91,77.9,258040,86.7,0.000798,19.7,-370.4,79,4.569999999999999,138.858,1980,258.04
"Best Rock Vocal Performance, Male",Beat It,['Michael Jackson'],,Beat It,1982,90.1,2.42,77.6,258400,71.1,0.0353,23.4,-903.0,58,4.73,138.72799999999998,1980,258.4
"Best Rock Vocal Performance, Male",Beat It,['Michael Jackson'],,Beat It,1995,90.0,2.7,76.2,258267,80.0,0.00583,17.0,-624.4,62,4.49,138.82299999999998,1990,258.267
"Best Rock Vocal Performance, Male",Beat It,['Michael Jackson'],,Beat It,2009,89.6,5.050000000000001,78.2,257907,86.6,0.00139,21.8,-376.3,56,4.89,138.859,2000,257.907
Best Rhythm & Blues Song,Ain't Nobody,"['Chaka Khan', 'Rufus']",,Ain't Nobody,1983,76.7,21.6,80.8,285573,62.3,0.0395999999999999,7.82,-1580.5,62,4.63,104.299,1980,285.573
Best R&B Performance By A Duo Or Group With Vocal,Ain't Nobody,"['Chaka Khan', 'Rufus']",,Ain't Nobody,1983,76.7,21.6,80.8,285573,62.3,0.0395999999999999,7.82,-1580.5,62,4.63,104.299,1980,285.573
"Best Pop Vocal Performance, Male",Thriller,['Michael Jackson'],,Thriller,1982,81.3,8.55,77.3,357267,85.9,0.018,91.4,-491.3,71,7.470000000000001,118.458,1980,357.267
"Best Pop Vocal Performance, Male",Thriller,['Michael Jackson'],,Thriller,1982,78.3,3.18,77.1,357800,68.7,0.0225,89.0,-981.4,62,6.93,118.392,1980,357.8
"Best Pop Vocal Performance, Male",Thriller,['Michael Jackson'],,Thriller,2009,79.9,9.13,77.6,357493,85.7,0.0164,91.8,-494.30000000000007,64,7.04,118.418,2000,357.493
"Best Pop Vocal Performance, Male",Thriller,['Michael Jackson'],,Thriller,2017,72.0,8.16,76.4,358053,88.7,0.011,84.7,-372.6,73,7.439999999999999,118.427,2010,358.053
"Best Pop Vocal Performance, Male",Thriller,['Michael Jackson'],,Thriller,1995,78.7,12.5,77.0,357467,81.3,0.0197,88.9,-661.4,51,7.380000000000001,118.413,1990,357.467
"Best Country Vocal Performance, Male",I.O.U.,['Lee Greenwood'],,I.O.U.,1983,29.6,63.3,34.5,189000,12.0,0.0,13.0,-2107.9,40,3.44,130.778,1980,189.0
"Best Rock Vocal Performance, Female",Love Is A Battlefield,['Pat Benatar'],,Love Is A Battlefield,2001,86.2,1.37,66.9,245400,63.3,1.78,9.79,-1190.3,59,4.9,90.626,2000,245.4
"Best Rock Vocal Performance, Female",Love Is A Battlefield,['Pat Benatar'],,Love Is A Battlefield,1983,85.1,3.91,67.3,325067,52.6,0.313,4.43,-1515.7,45,5.27,90.67,1980,325.067
"Best Rock Vocal Performance, Female",Love Is A Battlefield,['Pat Benatar'],,Love Is A Battlefield,1989,86.8,8.51,67.9,323493,70.5,0.096,6.74,-893.9,45,4.9,90.598,1980,323.493
"Best Rock Vocal Performance, Female",Love Is A Battlefield,['Pat Benatar'],,Love Is A Battlefield,1994,88.2,1.34,67.3,244627,63.1,1.49,11.6,-1198.0,46,5.04,90.62,1990,244.627
Best R&B Instrumental Performance,Rockit,['Herbie Hancock'],,Rockit,1983,60.7,3.17,87.8,325133,95.1,54.400000000000006,6.140000000000001,-507.7,50,6.9,111.334,1980,325.133
Best R&B Instrumental Performance,Rockit,['Herbie Hancock'],,Rockit,1973,57.9,2.95,87.6,325800,95.1,50.3,6.4,-508.4,39,6.909999999999999,111.334,1970,325.8
Best Instrumental Composition,Rockit,['Herbie Hancock'],,Rockit,1983,60.7,3.17,87.8,325133,95.1,54.400000000000006,6.140000000000001,-507.7,50,6.9,111.334,1980,325.133
Best Instrumental Composition,Rockit,['Herbie Hancock'],,Rockit,1973,57.9,2.95,87.6,325800,95.1,50.3,6.4,-508.4,39,6.909999999999999,111.334,1970,325.8
